,Unnamed: 0,STREET,AREA,road1,road2,gdp,price,pop,poi,build,access,ln_access,ln_road2,ln_gdp,ln_price,ln_pop,ln_poi,ln_road1,ln_build
95,95,唐镇,浦东新区,0.257084552,607,344.4640688,53669,2221.116305,792,0.61812757,2.921443888,1.0720779762559398,6.408528791059498,5.841989785449549,10.890590832614208,7.705765188574702,6.674561391814426,-1.3583502520853206,-0.481060418878718
96,96,塘桥街道,浦东新区,0.422392185,138,297.8738405,62260,15406.49175,261,0.801667248,0.184027967,-1.6926675383579377,4.927253685157205,5.696670042838942,11.039074443995599,9.642544241785558,5.564520407322694,-0.8618210481816934,-0.22106165995472296
97,97,张江镇,浦东新区,0.303958694,1187,595.1464521,48005,2580.683519,1628,0.578401945,1.084376297,0.08100498023306324,7.079184394609668,6.388807513241839,10.779060451131723,7.85580957267291,7.395107546562485,-1.1908634618077596,-0.5474862454184781
98,98,曹路镇,浦东新区,0.239064133,660,445.8913815,32501,1920.852008,1095,0.553541046,2.291156188,0.8290565757438225,6.492239835020471,6.1000753831219,10.389026137075234,7.560524120758732,6.9985096422506015,-1.4310234241349389,-0.5914193724013815
99,99,沪东新村街道,浦东新区,0.246974436,80,371.8650752,29225,13703.11721,276,0.794260523,0.18228117,-1.702204893910544,4.382026634673881,5.918531087405934,10.282779786340269,9.52537861951102,5.62040086571715,-1.3984704456861534,-0.23034375694325604
100,100,洋泾街道,浦东新区,0.323063366,133,615.9539817,72328,15891.08895,355,0.774241246,0.29647476,-1.215793190643369,4.890349128221754,6.423172255710492,11.188966608417202,9.673513787704994,5.872117789475416,-1.1299067954336117,-0.2558717666183161
101,101,浦兴路街道,浦东新区,0.284262174,107,564.8896085,43621,18388.62063,485,0.801259594,0.47257049,-0.7495683579901575,4.672828834461906,6.336630328870819,10.68329396475648,9.819487308259951,6.184148890937483,-1.2578583187725634,-0.22157029702799086
102,102,潍坊新村街道,浦东新区,0.311701192,93,481.4791212,67808,25678.38615,376,0.827916125,0.148800258,-1.905150422713681,4.532599493153256,6.176862868304252,11.124435461068026,10.153404911202923,5.929589143389895,-1.1657102680262317,-0.18884342803707632
103,103,花木街道,浦东新区,0.276519562,475,799.2185661,73984,7768.362984,1329,0.66790088,0.915352497,-0.08844604527055151,6.163314804034641,6.683634457920367,11.211604132591996,8.95781473699478,7.192182058713246,-1.2854737118785535,-0.40361549968890537
104,104,金杨新村街道,浦东新区,0.303666594,143,699.2041412,55337,17410.88437,426,0.788458364,0.635980246,-0.4525877758728065,4.962844630259907,6.549942747092665,10.921197041535379,9.764850828140709,6.054439346269371,-1.1918249096877924,-0.23767567803156595
105,105,金桥镇,浦东新区,0.265914594,472,197.0277156,90858,1536.012161,1542,0.691726916,1.996223146,0.6912569682336852,6.156978985585555,5.283344407167188,11.41705312718471,7.336944830993984,7.340835554123275,-1.3245800969440817,-0.36856403130920384
106,106,陆家嘴街道,浦东新区,0.413233791,370,600.3571024,48567,18336.34093,999,0.719277426,0.227113844,-1.4823038717990589,5.91350300563827,6.397524648838996,10.790699566909616,9.816640212818921,6.906754778648554,-0.8837417662807445,-0.3295081458906013
107,107,高东镇,浦东新区,0.235651874,528,201.6621883,33434,1143.896166,803,0.708044728,5.478304339,1.7007956258876726,6.269096283706261,5.306593962339298,10.417328625262575,7.042195403834429,6.688354713946762,-1.4453996731721317,-0.3452480121426396
108,108,高桥镇,浦东新区,0.17127929,422,472.6911591,32348,2427.596732,600,0.633462641,2.245477696,0.8089182807419278,6.045005314036012,6.158442234641424,10.384307474215714,7.794657047775261,6.396929655216146,-1.764459779968526,-0.45655425333557276
109,109,高行镇,浦东新区,0.230261465,379,394.1406053,45968,3488.07182,654,0.642083314,1.283412255,0.24952235514329282,5.937536205082426,5.976707711879976,10.735700781219071,8.157104375413217,6.483107351457199,-1.4685398113838888,-0.4430372111262397
